category,sub_category,packaging_material,strength,biodegradability_score,co2_emission_score,recyclability_percent,weight_capacity_kg
Office Furniture,Pedestals,Reinforced Plywood Box,high,87,36,20,55.49
Office Furniture,Pedestals,PP,medium,13,78,49,62.42
Office Furniture,Pedestals,Plywood,high,73,51,0,56.79
Office Furniture,Pedestals,Linseed Fiber Board,high,98,11,0,50.44
Office Furniture,Pedestals,Hardwood,high,100,28,2,62.63
Office Furniture,Pedestals,Corrugated Cardboard,high,83,42,92,43.57
Office Furniture,Pedestals,Recycled Steel,high,0,21,94,36.49
Office Furniture,Pedestals,Steel / Tinplate,high,3,48,89,53.88
Office Furniture,Pedestals,ABS Plastic,high,3,94,13,42.17
Office Furniture,Pedestals,Bio-PE(Green Plastic),high,0,88,93,45.06
Bedding & Linens,Pillows,Felted Wool Insulator,medium,100,26,0,2.41
Bedding & Linens,Pillows,PBAT,medium,89,55,9,47.57
Bedding & Linens,Pillows,PLA,low,93,37,58,50.38
Bedding & Linens,Pillows,Organic Cotton,medium,99,33,2,68.93
Bedding & Linens,Pillows,Paperboard,medium,83,42,83,45.61
Bedding & Linens,Pillows,Burlap (Hessian),medium,100,13,0,46.66
Bedding & Linens,Pillows,Recycled Cotton Fiber,medium,92,15,2,42.72
Bedding & Linens,Pillows,Jute Fiber,high,96,11,1,36.66
Bedding & Linens,Pillows,Stone Paper,medium,3,33,40,46.61
Bedding & Linens,Pillows,Kraft Paper,low,96,27,87,56.67
Bedding & Linens,Pillows,Hemp Textile,high,97,16,3,32.87
Bedding & Linens,Sheets,Felted Wool Insulator,medium,97,26,3,68.37
Bedding & Linens,Sheets,PBAT,medium,92,53,12,53.31
Bedding & Linens,Sheets,PLA,low,88,38,61,62.63
Bedding & Linens,Sheets,Organic Cotton,medium,100,29,0,32.47
Bedding & Linens,Sheets,Paperboard,medium,81,43,87,33.15
Bedding & Linens,Sheets,Burlap (Hessian),medium,97,11,0,7.73
Bedding & Linens,Sheets,Recycled Cotton Fiber,medium,98,17,0,31.07
Bedding & Linens,Sheets,Jute Fiber,high,97,10,1,63.16
Bedding & Linens,Sheets,Stone Paper,medium,2,36,43,33.07
Bedding & Linens,Sheets,Kraft Paper,low,93,24,87,49.35
Bedding & Linens,Sheets,Hemp Textile,high,96,14,1,14.09
Bedding & Linens,Duvets,Felted Wool Insulator,medium,100,26,3,34.76
Bedding & Linens,Duvets,PBAT,medium,92,50,11,1.55
Bedding & Linens,Duvets,PLA,low,92,36,57,12.91
Bedding & Linens,Duvets,Organic Cotton,medium,99,30,0,17.19
Bedding & Linens,Duvets,Paperboard,medium,82,44,86,26.4
Bedding & Linens,Duvets,Burlap (Hessian),medium,100,12,2,44.72
Bedding & Linens,Duvets,Recycled Cotton Fiber,medium,94,18,0,67.29
Bedding & Linens,Duvets,Jute Fiber,high,98,15,3,71.44
Bedding & Linens,Duvets,Stone Paper,medium,0,32,39,67.2
Bedding & Linens,Duvets,Kraft Paper,low,96,27,89,61.6
Bedding & Linens,Duvets,Hemp Textile,high,94,15,0,32.93
Bedding & Linens,Curtains,Felted Wool Insulator,medium,100,25,3,15.68
Bedding & Linens,Curtains,PBAT,medium,91,54,13,69.96
Bedding & Linens,Curtains,PLA,low,92,38,63,56.96
Bedding & Linens,Curtains,Organic Cotton,medium,100,33,3,10.49
Bedding & Linens,Curtains,Paperboard,medium,81,46,88,3.41
Bedding & Linens,Curtains,Burlap (Hessian),medium,100,9,3,57.13
Bedding & Linens,Curtains,Recycled Cotton Fiber,medium,97,13,0,52.1
Bedding & Linens,Curtains,Jute Fiber,high,97,13,0,4.1
Bedding & Linens,Curtains,Stone Paper,medium,0,33,38,33.08
Bedding & Linens,Curtains,Kraft Paper,low,97,24,92,67.86
Bedding & Linens,Curtains,Hemp Textile,high,93,16,0,64
Bedding & Linens,Mattress Pads,Felted Wool Insulator,medium,100,28,0,62.59
Bedding & Linens,Mattress Pads,PBAT,medium,93,49,14,16.13
Bedding & Linens,Mattress Pads,PLA,low,90,37,60,41.18
Bedding & Linens,Mattress Pads,Organic Cotton,medium,98,29,2,3.93
Bedding & Linens,Mattress Pads,Paperboard,medium,78,42,85,53.17
Bedding & Linens,Mattress Pads,Burlap (Hessian),medium,100,13,3,22.37
Bedding & Linens,Mattress Pads,Recycled Cotton Fiber,medium,93,14,0,58.49
Bedding & Linens,Mattress Pads,Jute Fiber,high,92,12,3,9.89
Bedding & Linens,Mattress Pads,Stone Paper,medium,0,32,38,64.56
Bedding & Linens,Mattress Pads,Kraft Paper,low,98,26,91,1.53
Bedding & Linens,Mattress Pads,Hemp Textile,high,93,13,0,33.25
Bedding & Linens,Blankets,Felted Wool Insulator,medium,99,22,2,5.22
Bedding & Linens,Blankets,PBAT,medium,92,51,9,10.61
Bedding & Linens,Blankets,PLA,low,91,35,61,25.55
Bedding & Linens,Blankets,Organic Cotton,medium,100,28,0,23.52
Bedding & Linens,Blankets,Paperboard,medium,79,43,88,55.75
Bedding & Linens,Blankets,Burlap (Hessian),medium,98,8,0,28.79
Bedding & Linens,Blankets,Recycled Cotton Fiber,medium,95,14,0,37.06
Bedding & Linens,Blankets,Jute Fiber,high,94,11,0,10.95
Bedding & Linens,Blankets,Stone Paper,medium,1,36,42,54.36
Bedding & Linens,Blankets,Kraft Paper,low,93,22,90,20.61
Bedding & Linens,Blankets,Hemp Textile,high,94,14,0,10.09
Bedding & Linens,Pillowcases,Felted Wool Insulator,medium,100,24,3,72.6
Bedding & Linens,Pillowcases,PBAT,medium,92,50,15,27.13
Bedding & Linens,Pillowcases,PLA,low,90,38,59,27.95
Bedding & Linens,Pillowcases,Organic Cotton,medium,100,29,3,6.65
Bedding & Linens,Pillowcases,Paperboard,medium,82,42,86,10.52
Bedding & Linens,Pillowcases,Burlap (Hessian),medium,98,12,0,59.89
Bedding & Linens,Pillowcases,Recycled Cotton Fiber,medium,93,15,0,20.52
Bedding & Linens,Pillowcases,Jute Fiber,high,97,14,0,35.08
Bedding & Linens,Pillowcases,Stone Paper,medium,0,33,40,28.82
Bedding & Linens,Pillowcases,Kraft Paper,low,94,22,88,45.42
Bedding & Linens,Pillowcases,Hemp Textile,high,94,13,1,26.3
Bedding & Linens,Throws,Felted Wool Insulator,medium,100,25,0,61.33
Bedding & Linens,Throws,PBAT,medium,93,55,15,26.78
Bedding & Linens,Throws,PLA,low,91,35,58,48.97
Bedding & Linens,Throws,Organic Cotton,medium,100,32,2,47.6
Bedding & Linens,Throws,Paperboard,medium,83,48,83,51.63
Bedding & Linens,Throws,Burlap (Hessian),medium,100,11,1,66.25
Bedding & Linens,Throws,Recycled Cotton Fiber,medium,98,13,0,31.65
Bedding & Linens,Throws,Jute Fiber,high,95,15,1,47.25
Bedding & Linens,Throws,Stone Paper,medium,3,37,37,38
Bedding & Linens,Throws,Kraft Paper,low,95,23,92,59.38
Bedding & Linens,Throws,Hemp Textile,high,97,17,0,50.69
Bedding & Linens,Towels,Felted Wool Insulator,medium,100,24,3,43.58
Bedding & Linens,Towels,PBAT,medium,89,50,12,39.82
Bedding & Linens,Towels,PLA,low,93,36,58,19.34
Bedding & Linens,Towels,Organic Cotton,medium,99,30,2,62.37
Bedding & Linens,Towels,Paperboard,medium,83,42,86,50.56
Bedding & Linens,Towels,Burlap (Hessian),medium,100,11,1,33.73
Bedding & Linens,Towels,Recycled Cotton Fiber,medium,95,15,0,73.46
Bedding & Linens,Towels,Jute Fiber,high,93,9,0,47.65
Bedding & Linens,Towels,Stone Paper,medium,3,38,38,24.99
Bedding & Linens,Towels,Kraft Paper,low,97,26,89,8.87
Bedding & Linens,Towels,Hemp Textile,high,96,13,3,33.35
Bedding & Linens,Washcloths,Felted Wool Insulator,medium,100,24,1,31.37
Bedding & Linens,Washcloths,PBAT,medium,89,55,13,61.99
Bedding & Linens,Washcloths,PLA,low,88,38,63,39.23
Bedding & Linens,Washcloths,Organic Cotton,medium,100,32,0,27.39
Bedding & Linens,Washcloths,Paperboard,medium,80,47,85,67.89
Bedding & Linens,Washcloths,Burlap (Hessian),medium,100,7,0,41.8
Bedding & Linens,Washcloths,Recycled Cotton Fiber,medium,92,12,0,50.44
Bedding & Linens,Washcloths,Jute Fiber,high,92,13,3,19.76
Bedding & Linens,Washcloths,Stone Paper,medium,0,37,39,4.49
Bedding & Linens,Washcloths,Kraft Paper,low,94,25,91,61.73
Bedding & Linens,Washcloths,Hemp Textile,high,95,16,0,13.78
Art Supplies,Paints,Glass,high,1,22,98,58.79
Art Supplies,Paints,Recycled Aluminum,high,1,15,95,45.3
Art Supplies,Paints,Bamboo Fiber (Molded),high,98,13,2,5.42
Art Supplies,Paints,Solid Bleached Sulfate (SBS),medium,83,55,84,50.7
Art Supplies,Paints,Chitin Film,low,99,13,2,57.11
Art Supplies,Paints,Aluminum,high,6,56,91,51.74
Art Supplies,Paints,Stone Paper,medium,0,33,41,59.04
Art Supplies,Paints,Grape Pomace Paper,low,93,15,85,72.39
Art Supplies,Paints,Paper / Cardboard,medium,89,79,63,20.38
Art Supplies,Paints,PET,medium,16,82,72,66.35
Art Supplies,Canvas,Glass,high,0,28,95,65.99
Art Supplies,Canvas,Recycled Aluminum,high,2,13,100,71.18
Art Supplies,Canvas,Bamboo Fiber (Molded),high,96,7,0,25.21
Art Supplies,Canvas,Solid Bleached Sulfate (SBS),medium,79,58,83,69.84
Art Supplies,Canvas,Chitin Film,low,100,14,1,55.53
Art Supplies,Canvas,Aluminum,high,5,57,93,60.32
Art Supplies,Canvas,Stone Paper,medium,1,38,41,64.11
Art Supplies,Canvas,Grape Pomace Paper,low,95,21,86,38.09
Art Supplies,Canvas,Paper / Cardboard,medium,93,80,63,42.82
Art Supplies,Canvas,PET,medium,13,87,74,62.89
Art Supplies,Brushes,Glass,high,3,22,92,72.86
Art Supplies,Brushes,Recycled Aluminum,high,0,17,99,9.55
Art Supplies,Brushes,Bamboo Fiber (Molded),high,97,12,0,67.98
Art Supplies,Brushes,Solid Bleached Sulfate (SBS),medium,78,58,85,55.79
Art Supplies,Brushes,Chitin Film,low,100,13,0,9.2
Art Supplies,Brushes,Aluminum,high,3,56,93,34.72
Art Supplies,Brushes,Stone Paper,medium,0,33,37,38.24
Art Supplies,Brushes,Grape Pomace Paper,low,94,18,87,64.9
Art Supplies,Brushes,Paper / Cardboard,medium,93,85,68,63.16
Art Supplies,Brushes,PET,medium,15,87,78,39.39
Art Supplies,Charcoal,Glass,high,1,23,98,61.64
Art Supplies,Charcoal,Recycled Aluminum,high,3,16,95,25.37
Art Supplies,Charcoal,Bamboo Fiber (Molded),high,99,8,3,32.46
Art Supplies,Charcoal,Solid Bleached Sulfate (SBS),medium,80,54,86,25.84
Art Supplies,Charcoal,Chitin Film,low,97,15,3,7.61
Art Supplies,Charcoal,Aluminum,high,6,60,88,39.09
Art Supplies,Charcoal,Stone Paper,medium,0,34,43,2.85
Art Supplies,Charcoal,Grape Pomace Paper,low,97,17,83,48.57
Art Supplies,Charcoal,Paper / Cardboard,medium,88,84,65,22.99
Art Supplies,Charcoal,PET,medium,14,85,73,18.88
Art Supplies,Sketchbooks,Glass,high,3,28,98,55.52
Art Supplies,Sketchbooks,Recycled Aluminum,high,0,18,100,31.12
Art Supplies,Sketchbooks,Bamboo Fiber (Molded),high,100,11,0,39.46
Art Supplies,Sketchbooks,Solid Bleached Sulfate (SBS),medium,81,56,86,24.13
Art Supplies,Sketchbooks,Chitin Film,low,100,12,1,65.47
Art Supplies,Sketchbooks,Aluminum,high,5,57,88,11.42
Art Supplies,Sketchbooks,Stone Paper,medium,2,38,42,49.25
Art Supplies,Sketchbooks,Grape Pomace Paper,low,98,15,84,4.2
Art Supplies,Sketchbooks,Paper / Cardboard,medium,89,83,65,59.17
Art Supplies,Sketchbooks,PET,medium,16,84,77,9.72
Art Supplies,Easels,Glass,high,2,26,94,67.78
Art Supplies,Easels,Recycled Aluminum,high,0,16,100,72.74
Art Supplies,Easels,Bamboo Fiber (Molded),high,97,12,3,24.17
Art Supplies,Easels,Solid Bleached Sulfate (SBS),medium,82,58,83,52.5
Art Supplies,Easels,Chitin Film,low,100,12,3,5.35
Art Supplies,Easels,Aluminum,high,8,56,93,43.02
Art Supplies,Easels,Stone Paper,medium,0,38,38,36.47
Art Supplies,Easels,Grape Pomace Paper,low,95,18,83,21.19
Art Supplies,Easels,Paper / Cardboard,medium,93,81,67,24.04
Art Supplies,Easels,PET,medium,16,86,75,52.11
Art Supplies,Palettes,Glass,high,0,26,93,30.11
Art Supplies,Palettes,Recycled Aluminum,high,2,18,97,66.51
Art Supplies,Palettes,Bamboo Fiber (Molded),high,96,13,3,26.5
Art Supplies,Palettes,Solid Bleached Sulfate (SBS),medium,80,52,85,21.54
Art Supplies,Palettes,Chitin Film,low,97,13,0,43.57
Art Supplies,Palettes,Aluminum,high,8,56,91,66.74
Art Supplies,Palettes,Stone Paper,medium,0,36,43,12.72
Art Supplies,Palettes,Grape Pomace Paper,low,94,19,82,22.48
Art Supplies,Palettes,Paper / Cardboard,medium,90,85,66,66.9
Art Supplies,Palettes,PET,medium,13,82,77,58.65
Art Supplies,In inks,Glass,high,0,27,94,52.22
Art Supplies,In inks,Recycled Aluminum,high,0,14,97,1.69
Art Supplies,In inks,Bamboo Fiber (Molded),high,95,11,0,56.14
Art Supplies,In inks,Solid Bleached Sulfate (SBS),medium,77,52,83,31.26
Art Supplies,In inks,Chitin Film,low,100,18,0,46.3
Art Supplies,In inks,Aluminum,high,3,55,91,12.4
Art Supplies,In inks,Stone Paper,medium,0,38,37,56.17
Art Supplies,In inks,Grape Pomace Paper,low,96,19,84,34.84
Art Supplies,In inks,Paper / Cardboard,medium,88,82,62,7.45
Art Supplies,In inks,PET,medium,17,85,73,21.04
Art Supplies,Art Clay,Glass,high,1,25,93,66.4
Art Supplies,Art Clay,Recycled Aluminum,high,3,18,99,34.87
Art Supplies,Art Clay,Bamboo Fiber (Molded),high,98,13,0,72.77
Art Supplies,Art Clay,Solid Bleached Sulfate (SBS),medium,81,55,84,37.21
Art Supplies,Art Clay,Chitin Film,low,100,13,3,49.62
Art Supplies,Art Clay,Aluminum,high,7,56,91,71.22
Art Supplies,Art Clay,Stone Paper,medium,0,38,37,44.97
Art Supplies,Art Clay,Grape Pomace Paper,low,95,17,82,40.31
Art Supplies,Art Clay,Paper / Cardboard,medium,88,81,62,20.23
Art Supplies,Art Clay,PET,medium,12,88,73,52.19
Art Supplies,Pastels,Glass,high,1,26,95,12.41
Art Supplies,Pastels,Recycled Aluminum,high,0,16,98,37.06
Art Supplies,Pastels,Bamboo Fiber (Molded),high,96,10,0,73.05
Art Supplies,Pastels,Solid Bleached Sulfate (SBS),medium,81,56,84,55.91
Art Supplies,Pastels,Chitin Film,low,98,12,2,9.83
Art Supplies,Pastels,Aluminum,high,8,58,93,23.08
Art Supplies,Pastels,Stone Paper,medium,1,33,41,60.41
Art Supplies,Pastels,Grape Pomace Paper,low,96,16,85,48.37
Art Supplies,Pastels,Paper / Cardboard,medium,91,84,68,24.24
Art Supplies,Pastels,PET,medium,14,82,72,23.36
Construction Tools,Hammers,Nylon (PA),high,0,82,27,12.25
Construction Tools,Hammers,Reinforced Plywood Box,high,93,33,23,18.38
Construction Tools,Hammers,PP,medium,7,80,50,64.36
Construction Tools,Hammers,Plywood,high,70,51,0,43.77
Construction Tools,Hammers,Double-Wall Corrugated,high,82,47,90,25.02
Construction Tools,Hammers,Hardwood,high,100,27,0,38.24
Construction Tools,Hammers,Corrugated Cardboard,high,86,43,92,61.26
Construction Tools,Hammers,Recycled Steel,high,0,19,98,33.62
Construction Tools,Hammers,Steel / Tinplate,high,4,42,90,4.01
Construction Tools,Hammers,VCI Paper (Anti-Corrosion),medium,88,55,77,38.62
Construction Tools,Hammers,Anodized Aluminum,high,3,73,97,11.43
Construction Tools,Hammers,PET,medium,14,88,73,14.73
Construction Tools,Power Drills,Nylon (PA),high,0,86,28,28.87
Construction Tools,Power Drills,Reinforced Plywood Box,high,93,37,21,42.17
Construction Tools,Power Drills,PP,medium,10,80,50,50.02
Construction Tools,Power Drills,Plywood,high,70,47,0,43.46
Construction Tools,Power Drills,Double-Wall Corrugated,high,87,50,89,61.38
Construction Tools,Power Drills,Hardwood,high,97,25,2,54.98
Construction Tools,Power Drills,Corrugated Cardboard,high,84,39,87,65.42
Construction Tools,Power Drills,Recycled Steel,high,3,19,93,50.52
Construction Tools,Power Drills,Steel / Tinplate,high,6,45,89,13.37
Construction Tools,Power Drills,VCI Paper (Anti-Corrosion),medium,87,58,82,74.49
Construction Tools,Power Drills,Anodized Aluminum,high,0,77,98,39.6
Construction Tools,Power Drills,PET,medium,14,86,75,52.7
Construction Tools,Hand Saws,Nylon (PA),high,2,84,33,70.57
Construction Tools,Hand Saws,Reinforced Plywood Box,high,93,35,20,18.12
Construction Tools,Hand Saws,PP,medium,8,81,47,16.7
Construction Tools,Hand Saws,Plywood,high,70,50,1,69.17
Construction Tools,Hand Saws,Double-Wall Corrugated,high,87,49,92,68.22
Construction Tools,Hand Saws,Hardwood,high,100,26,1,21.86
Construction Tools,Hand Saws,Corrugated Cardboard,high,83,43,92,12.44
Construction Tools,Hand Saws,Recycled Steel,high,3,23,93,59.04
Construction Tools,Hand Saws,Steel / Tinplate,high,7,43,90,68.97
Construction Tools,Hand Saws,VCI Paper (Anti-Corrosion),medium,88,57,78,65.32
Construction Tools,Hand Saws,Anodized Aluminum,high,1,72,97,7.09
Construction Tools,Hand Saws,PET,medium,12,83,72,66.52
Construction Tools,Tape Measures,Nylon (PA),high,3,82,33,4.82
Construction Tools,Tape Measures,Reinforced Plywood Box,high,90,38,19,72.74
Construction Tools,Tape Measures,PP,medium,7,83,53,27.44
Construction Tools,Tape Measures,Plywood,high,73,51,0,67.69
Construction Tools,Tape Measures,Double-Wall Corrugated,high,83,51,94,26.82
Construction Tools,Tape Measures,Hardwood,high,100,27,0,68.3
Construction Tools,Tape Measures,Corrugated Cardboard,high,82,38,92,36.01
Construction Tools,Tape Measures,Recycled Steel,high,0,19,95,58.94
Construction Tools,Tape Measures,Steel / Tinplate,high,6,43,93,47.26
Construction Tools,Tape Measures,VCI Paper (Anti-Corrosion),medium,85,54,77,24.96
Construction Tools,Tape Measures,Anodized Aluminum,high,0,72,98,70.26
Construction Tools,Tape Measures,PET,medium,12,82,78,20.7
Construction Tools,Levels,Nylon (PA),high,0,82,30,36.85
Construction Tools,Levels,Reinforced Plywood Box,high,90,35,21,35.4
Construction Tools,Levels,PP,medium,12,79,47,8.42
Construction Tools,Levels,Plywood,high,67,50,0,33.2
Construction Tools,Levels,Double-Wall Corrugated,high,83,48,91,50.63
Construction Tools,Levels,Hardwood,high,100,24,0,37.49
Construction Tools,Levels,Corrugated Cardboard,high,82,41,90,34.59
Construction Tools,Levels,Recycled Steel,high,0,20,94,51.92
Construction Tools,Levels,Steel / Tinplate,high,3,44,91,73.12
Construction Tools,Levels,VCI Paper (Anti-Corrosion),medium,86,56,80,30.21
Construction Tools,Levels,Anodized Aluminum,high,0,74,94,58.52
Construction Tools,Levels,PET,medium,17,88,76,7.73
Construction Tools,Wrenches,Nylon (PA),high,2,85,31,45.29
Construction Tools,Wrenches,Reinforced Plywood Box,high,90,36,22,68.63
Construction Tools,Wrenches,PP,medium,10,79,49,3.7
Construction Tools,Wrenches,Plywood,high,73,50,3,63.18
Construction Tools,Wrenches,Double-Wall Corrugated,high,86,52,95,23.93
Construction Tools,Wrenches,Hardwood,high,100,25,2,22.27
Construction Tools,Wrenches,Corrugated Cardboard,high,83,43,87,24.33
Construction Tools,Wrenches,Recycled Steel,high,3,23,93,51.77
Construction Tools,Wrenches,Steel / Tinplate,high,2,48,93,29.16
Construction Tools,Wrenches,VCI Paper (Anti-Corrosion),medium,86,55,78,31.26
Construction Tools,Wrenches,Anodized Aluminum,high,3,73,97,68.7
Construction Tools,Wrenches,PET,medium,15,84,72,19.67
Construction Tools,Screwdrivers,Nylon (PA),high,2,85,30,61.99
Construction Tools,Screwdrivers,Reinforced Plywood Box,high,89,36,22,41.23
Construction Tools,Screwdrivers,PP,medium,11,82,48,51.32
Construction Tools,Screwdrivers,Plywood,high,69,52,0,63.34
Construction Tools,Screwdrivers,Double-Wall Corrugated,high,84,50,94,50.92
Construction Tools,Screwdrivers,Hardwood,high,100,26,3,68.54
Construction Tools,Screwdrivers,Corrugated Cardboard,high,84,41,91,10.38
Construction Tools,Screwdrivers,Recycled Steel,high,0,20,94,41.15
Construction Tools,Screwdrivers,Steel / Tinplate,high,5,48,92,7.59
Construction Tools,Screwdrivers,VCI Paper (Anti-Corrosion),medium,82,56,78,18.53
Construction Tools,Screwdrivers,Anodized Aluminum,high,0,73,98,29.1
Construction Tools,Screwdrivers,PET,medium,15,84,74,32.39
Construction Tools,Sanders,Nylon (PA),high,0,87,27,68.78
Construction Tools,Sanders,Reinforced Plywood Box,high,91,36,17,49.8
Construction Tools,Sanders,PP,medium,13,83,50,43.01
Construction Tools,Sanders,Plywood,high,72,51,1,44.24
Construction Tools,Sanders,Double-Wall Corrugated,high,87,49,93,30.94
Construction Tools,Sanders,Hardwood,high,100,25,3,7.62
Construction Tools,Sanders,Corrugated Cardboard,high,86,43,88,2.93
Construction Tools,Sanders,Recycled Steel,high,3,22,98,41.25
Construction Tools,Sanders,Steel / Tinplate,high,7,42,92,49.11
Construction Tools,Sanders,VCI Paper (Anti-Corrosion),medium,88,54,81,54.03
Construction Tools,Sanders,Anodized Aluminum,high,0,74,92,9.64
Construction Tools,Sanders,PET,medium,13,83,75,33.73
Construction Tools,Ladders,Nylon (PA),high,0,86,29,69.58
Construction Tools,Ladders,Reinforced Plywood Box,high,92,38,18,63.59
Construction Tools,Ladders,PP,medium,7,77,49,15.48
Construction Tools,Ladders,Plywood,high,73,49,1,13.17
Construction Tools,Ladders,Double-Wall Corrugated,high,87,52,95,43.31
Construction Tools,Ladders,Hardwood,high,100,26,1,22.31
Construction Tools,Ladders,Corrugated Cardboard,high,87,39,92,56.21
Construction Tools,Ladders,Recycled Steel,high,3,19,97,23.26
Construction Tools,Ladders,Steel / Tinplate,high,8,42,94,2.36
Construction Tools,Ladders,VCI Paper (Anti-Corrosion),medium,85,58,81,65.78
Construction Tools,Ladders,Anodized Aluminum,high,0,75,95,63.85
Construction Tools,Ladders,PET,medium,18,83,78,46.8
Construction Tools,Toolboxes,Nylon (PA),high,1,88,29,34.05
Construction Tools,Toolboxes,Reinforced Plywood Box,high,89,37,19,29.76
Construction Tools,Toolboxes,PP,medium,9,77,48,12.08
Construction Tools,Toolboxes,Plywood,high,73,48,0,48.81
Construction Tools,Toolboxes,Double-Wall Corrugated,high,83,50,89,38.28
Construction Tools,Toolboxes,Hardwood,high,100,24,0,32.84
Construction Tools,Toolboxes,Corrugated Cardboard,high,83,39,92,43.16
Construction Tools,Toolboxes,Recycled Steel,high,2,21,94,43.44
Construction Tools,Toolboxes,Steel / Tinplate,high,2,44,91,2.48
Construction Tools,Toolboxes,VCI Paper (Anti-Corrosion),medium,84,55,79,73.3
Construction Tools,Toolboxes,Anodized Aluminum,high,2,78,92,72.94
Construction Tools,Toolboxes,PET,medium,16,88,77,11.27
Bakery Items,Bread,TPS (Starch-based),low,97,72,9,69.04
Bakery Items,Bread,Parchment Paper,medium,95,42,88,33.15
Bakery Items,Bread,Paperboard,medium,81,47,83,44.01
Bakery Items,Bread,PLA,low,87,38,62,15.91
Bakery Items,Bread,Algae-based Film,low,98,4,1,4.13
Bakery Items,Bread,Greaseproof Paper,low,87,46,81,45.95
Bakery Items,Bread,Coffee Ground Composite,medium,92,21,0,47.6
Bakery Items,Bread,Glassine Paper,low,94,41,93,63.7
Bakery Items,Bread,Bagasse (Sugarcane Pulp),medium,96,13,84,25.96
Bakery Items,Bread,Kraft Paper,low,94,23,87,55.73
Bakery Items,Muffins,TPS (Starch-based),low,100,76,8,19.72
Bakery Items,Muffins,Parchment Paper,medium,92,42,88,22.7
Bakery Items,Muffins,Paperboard,medium,80,43,85,63.74
Bakery Items,Muffins,PLA,low,89,36,58,14.03
Bakery Items,Muffins,Algae-based Film,low,100,7,3,69.94
Bakery Items,Muffins,Greaseproof Paper,low,92,48,82,74.67
Bakery Items,Muffins,Coffee Ground Composite,medium,91,18,0,31.9
